Chapter,Disease,ID,,,,ICD9_CODE,TA,SHORT_TITLE,Count of HADM_ID,Adverse Effect,Disease,,
,,,,,,20972,140-239,Sec neuroend tumor-liver,8,-,Others,140-239Others,#N/A
,,,,,,226,140-239,Benign neoplasm thyroid,8,-,Others,140-239Others,#N/A
,,,,,,25202,240-279,Sec hyprprthyrd nonrenal,8,-,Others,240-279Others,#N/A
,,,,,,4019,390-459,Hypertension NOS,20696,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,4011,390-459,Benign hypertension,454,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,4010,390-459,Malignant hypertension,172,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40291,390-459,Hyp ht dis NOS w ht fail,82,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,27403,240-279,Chr gouty atroph w tophi,8,-,Others,240-279Others,#N/A
,,,,,,40201,390-459,Mal hypert hrt dis w hf,4,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,27802,240-279,Overweight,8,-,Others,240-279Others,#N/A
,,,,,,27953,240-279,Ac on chrn grft-vs-host,8,-,Others,240-279Others,#N/A
,,,,,,40211,390-459,Benign hyp ht dis w hf,1,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,30014,290-319,Dissociatve identity dis,8,-,Others,290-319Others,#N/A
,,,,,,30022,290-319,Agoraphobia w/o panic,8,-,Others,290-319Others,#N/A
,,,,,,3014,290-319,Obsessive-compulsive dis,8,-,Others,290-319Others,#N/A
,,,,,,30181,290-319,Narcissistic personality,8,-,Others,290-319Others,#N/A
,,,,,,30302,290-319,Ac alcohol intox-episod,8,-,Others,290-319Others,#N/A
,,,,,,3207,320-389,Mening in oth bact dis,8,-,Others,320-389Others,#N/A
,,,,,,40491,390-459,Hyp ht/kd NOS I-IV w hf,34,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,40493,390-459,Hyp ht/kd NOS st V w hf,26,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,40403,390-459,Mal hyp ht/kd stg V w hf,8,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,40401,390-459,Mal hyp ht/kd I-IV w hf,4,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,3360,320-389,Syringomyelia,8,-,Others,320-389Others,#N/A
,,,,,,33828,320-389,Chronic postop pain NEC,8,-,Others,320-389Others,#N/A
,,,,,,3432,320-389,Congenital quadriplegia,8,-,Others,320-389Others,#N/A
,,,,,,40411,390-459,Ben hyp ht/kd I-IV w hf,1,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,40413,390-459,Ben hyp ht/kd stg V w hf,1,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,3548,320-389,Mononeuritis arm NEC,8,-,Others,320-389Others,#N/A
,,,,,,38300,320-389,Ac mastoiditis w/o compl,8,-,Others,320-389Others,#N/A
,,,,,,4386,390-459,Alteration of sensations,8,-,Others,390-459Others,#N/A
,,,,,,40591,390-459,Renovasc hypertension,19,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40501,390-459,Mal renovasc hypertens,5,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40599,390-459,Second hypertension NEC,5,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40511,390-459,Benign renovasc hyperten,1,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40509,390-459,Mal second hyperten NEC,0,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,40519,390-459,Benign second hypert NEC,0,-,Hypertension,390-459Hypertension,390-459Hypertension
,,,,,,41071,390-459,"Subendo infarct, initial",3055,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41041,390-459,"AMI inferior wall, init",573,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41011,390-459,"AMI anterior wall, init",544,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41091,390-459,"AMI NOS, initial",353,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41072,390-459,"Subendo infarct, subseq",279,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41001,390-459,"AMI anterolateral, init",142,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41031,390-459,"AMI inferopost, initial",140,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41021,390-459,"AMI inferolateral, init",115,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41081,390-459,"AMI NEC, initial",73,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41092,390-459,"AMI NOS, subsequent",53,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41051,390-459,"AMI lateral NEC, initial",47,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41061,390-459,"True post infarct, init",36,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41012,390-459,"AMI anterior wall,subseq",29,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41042,390-459,"AMI inferior wall,subseq",28,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41082,390-459,"AMI NEC, subsequent",8,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41002,390-459,"AMI anterolateral,subseq",7,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41022,390-459,"AMI inferolateral,subseq",3,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41090,390-459,"AMI NOS, unspecified",3,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41000,390-459,"AMI anterolateral,unspec",2,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41032,390-459,"AMI inferopost, subseq",2,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41010,390-459,"AMI anterior wall,unspec",1,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41020,390-459,"AMI inferolateral,unspec",1,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41040,390-459,"AMI inferior wall,unspec",1,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41030,390-459,"AMI inferopost, unspec",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41050,390-459,"AMI lateral NEC, unspec",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41052,390-459,"AMI lateral NEC, subseq",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41060,390-459,"True post infarct,unspec",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41062,390-459,"True post infarct,subseq",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41070,390-459,"Subendo infarct, unspec",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41080,390-459,"AMI NEC, unspecified",0,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,4111,390-459,Intermed coronary synd,1663,-,Coronary artery disease (CAD),390-459Coronary artery disease (CAD),#N/A
,,,,,,41189,390-459,Ac ischemic hrt dis NEC,205,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,4110,390-459,Post MI syndrome,39,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41181,390-459,Acute cor occlsn w/o MI,17,-,Coronary artery disease (CAD),390-459Coronary artery disease (CAD),#N/A
,,,,,,412,390-459,Old myocardial infarct,3278,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,4139,390-459,Angina pectoris NEC/NOS,1100,-,Angina,390-459Angina,#N/A
,,,,,,4131,390-459,Prinzmetal angina,15,-,Angina,390-459Angina,#N/A
,,,,,,4130,390-459,Angina decubitus,0,-,Angina,390-459Angina,#N/A
,,,,,,41401,390-459,Crnry athrscl natve vssl,12428,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,41400,390-459,Cor ath unsp vsl ntv/gft,1494,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,4148,390-459,Chr ischemic hrt dis NEC,865,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41402,390-459,Crn ath atlg vn bps grft,474,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,4142,390-459,Chr tot occlus cor artry,292,-,Coronary artery disease (CAD),390-459Coronary artery disease (CAD),#N/A
,,,,,,41412,390-459,Dissection cor artery,80,-,Coronary artery disease (CAD),390-459Coronary artery disease (CAD),#N/A
,,,,,,41410,390-459,Aneurysm of heart,43,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41404,390-459,Cor ath artry bypas grft,31,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,4149,390-459,Chr ischemic hrt dis NOS,17,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41411,390-459,Aneurysm coronary vessel,14,-,Coronary artery disease (CAD),390-459Coronary artery disease (CAD),#N/A
,,,,,,41405,390-459,Cor ath bypass graft NOS,10,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,41419,390-459,Aneurysm of heart NEC,8,-,Ischaemic heart disease,390-459Ischaemic heart disease,390-459Ischaemic heart disease
,,,,,,41403,390-459,Crn ath nonatlg blg grft,1,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,4144,390-459,Cor ath d/t calc cor lsn,1,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,41406,390-459,Cor ath natv art tp hrt,0,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,41407,390-459,Cor ath bps graft tp hrt,0,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,4143,390-459,Cor ath d/t lpd rch plaq,0,-,Atherosclerosis,390-459Atherosclerosis,390-459Atherosclerosis
,,,,,,41519,390-459,Pulm embol/infarct NEC,859,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,41511,390-459,Iatrogen pulm emb/infarc,199,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,41512,390-459,Septic pulmonary embolsm,45,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4150,390-459,Acute cor pulmonale,9,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,41513,390-459,Saddle embol pulmon art,7,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4168,390-459,Chr pulmon heart dis NEC,2148,-,"Chronic Pulmonary Disease
","390-459Chronic Pulmonary Disease
",#N/A
,,,,,,4160,390-459,Prim pulm hypertension,401,-,"Chronic Pulmonary Disease
","390-459Chronic Pulmonary Disease
",#N/A
,,,,,,4169,390-459,Chr pulmon heart dis NOS,80,-,"Chronic Pulmonary Disease
","390-459Chronic Pulmonary Disease
",#N/A
,,,,,,4162,390-459,Chr pulmonary embolism,55,-,"Chronic Pulmonary Disease
","390-459Chronic Pulmonary Disease
",#N/A
,,,,,,4161,390-459,Kyphoscoliotic heart dis,0,-,"Chronic Pulmonary Disease
","390-459Chronic Pulmonary Disease
",#N/A
,,,,,,4178,390-459,Pulmon circulat dis NEC,15,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4171,390-459,Pulmon artery aneurysm,3,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4170,390-459,Arterioven fistu pul ves,2,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4179,390-459,Pulmon circulat dis NOS,1,-,Pulmonary Circulation Disorders,390-459Pulmonary Circulation Disorders,#N/A
,,,,,,4449,390-459,Arterial embolism NOS,8,-,Others,390-459Others,#N/A
,,,,,,45183,390-459,Phlbts deep vn up extrm,8,-,Others,390-459Others,#N/A
,,,,,,45352,390-459,Ch DVT/embl dstl low ext,8,-,Others,390-459Others,#N/A
,,,,,,45377,390-459,Ch embl thorac vein NEC,8,-,Others,390-459Others,#N/A
,,,,,,4732,460-519,Chr ethmoidal sinusitis,8,-,Others,460-519Others,#N/A
,,,,,,5173,460-519,Acute chest syndrome,8,-,Others,460-519Others,#N/A
,,,,,,5238,520-579,Periodontal disease NEC,8,-,Others,520-579Others,#N/A
,,,,,,5290,520-579,Glossitis,8,-,Others,520-579Others,#N/A
,,,,,,5298,520-579,Tongue disorder NEC,8,-,Others,520-579Others,#N/A
,,,,,,53500,520-579,Acute gastrtis w/o hmrhg,8,-,Others,520-579Others,#N/A
,,,,,,55012,520-579,Bilat ing hernia w obst,8,-,Others,520-579Others,#N/A
,,,,,,5755,520-579,Fistula of gallbladder,8,-,Others,520-579Others,#N/A
,,,,,,5756,520-579,Gb cholesterolosis,8,-,Others,520-579Others,#N/A
,,,,,,5831,580-629,Membranous nephritis NOS,8,-,Others,580-629Others,#N/A
,,,,,,59659,580-629,Oth func dsdr bladder,8,-,Others,580-629Others,#N/A
,,,,,,5969,580-629,Bladder disorder NOS,8,-,Others,580-629Others,#N/A
,,,,,,6011,580-629,Chronic prostatitis,8,-,Others,580-629Others,#N/A
,,,,,,6159,580-629,Uterine inflam dis NOS,8,-,Others,580-629Others,#N/A
,,,,,,6171,580-629,Ovarian endometriosis,8,-,Others,580-629Others,#N/A
,,,,,,4240,390-459,Mitral valve disorder,2924,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,4241,390-459,Aortic valve disorder,2550,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,4242,390-459,Nonrheum tricusp val dis,181,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,42490,390-459,Endocarditis NOS,44,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,4243,390-459,Pulmonary valve disorder,10,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,6201,580-629,Corpus luteum cyst,8,-,Others,580-629Others,#N/A
,,,,,,42499,390-459,Endocarditis NEC,0,-,Valvular Disease,390-459Valvular Disease,390-459Valvular Disease
,,,,,,6205,580-629,Torsion of ovary or tube,8,-,Others,580-629Others,#N/A
,,,,,,6210,580-629,Polyp of corpus uteri,8,-,Others,580-629Others,#N/A
,,,,,,64783,630_679__740_759__760_779,Infect dis NEC-antepart,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,66624,630_679__740_759__760_779,Delay p/part hem-postpar,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,68100,680-709,"Cellulitis, finger NOS",8,-,Others,680-709Others,#N/A
,,,,,,70700,680-709,"Pressure ulcer, site NOS",8,-,Others,680-709Others,#N/A
,,,,,,7089,680-709,Urticaria NOS,8,-,Others,680-709Others,#N/A
,,,,,,70909,680-709,Other dyschromia,8,-,Others,680-709Others,#N/A
,,,,,,7149,710-739,Inflamm polyarthrop NOS,8,-,Others,710-739Others,#N/A
,,,,,,71680,710-739,Arthropathy NEC-unspec,8,-,Others,710-739Others,#N/A
,,,,,,71949,710-739,Joint pain-mult jts,8,-,Others,710-739Others,#N/A
,,,,,,7202,710-739,Sacroiliitis NEC,8,-,Others,710-739Others,#N/A
,,,,,,7209,710-739,Inflam spondylopathy NOS,8,-,Others,710-739Others,#N/A
,,,,,,7217,710-739,Traumatic spondylopathy,8,-,Others,710-739Others,#N/A
,,,,,,72211,710-739,Thoracic disc displacmnt,8,-,Others,710-739Others,#N/A
,,,,,,72611,710-739,Calcif tendinitis shlder,8,-,Others,710-739Others,#N/A
,,,,,,72691,710-739,"Exostosis, site NOS",8,-,Others,710-739Others,#N/A
,,,,,,7282,710-739,Musc disuse atrophy NEC,8,-,Others,710-739Others,#N/A
,,,,,,7294,710-739,Fasciitis NOS,8,-,Others,710-739Others,#N/A
,,,,,,73006,710-739,Ac osteomyelitis-l/leg,8,-,Others,710-739Others,#N/A
,,,,,,73689,710-739,Oth acq limb deformity,8,-,Others,710-739Others,#N/A
,,,,,,7385,710-739,Other acq back deformity,8,-,Others,710-739Others,#N/A
,,,,,,74729,630_679__740_759__760_779,Cong anom of aorta NEC,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,7517,630_679__740_759__760_779,Pancreas anomalies,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,75315,630_679__740_759__760_779,Renal dysplasia,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,75513,630_679__740_759__760_779,Syndactyl toe-no fusion,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,75689,630_679__740_759__760_779,Soft tissue anomaly NEC,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,76494,630_679__740_759__760_779,Fet grwth ret 1000-1249g,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,77012,630_679__740_759__760_779,Meconium asp w resp symp,8,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,42731,390-459,Atrial fibrillation,12886,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42789,390-459,Cardiac dysrhythmias NEC,2453,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4271,390-459,Parox ventric tachycard,1811,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4275,390-459,Cardiac arrest,1361,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42732,390-459,Atrial flutter,1217,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42741,390-459,Ventricular fibrillation,568,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42781,390-459,Sinoatrial node dysfunct,389,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4270,390-459,Parox atrial tachycardia,161,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42769,390-459,Premature beats NEC,82,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42761,390-459,Atrial premature beats,26,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4279,390-459,Cardiac dysrhythmia NOS,20,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4272,390-459,Parox tachycardia NOS,11,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42742,390-459,Ventricular flutter,4,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,42760,390-459,Premature beats NOS,4,-,Cardiac arrhythmia,390-459Cardiac arrhythmia,390-459Cardiac arrhythmia
,,,,,,4280,390-459,CHF NOS,13111,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42832,390-459,Chr diastolic hrt fail,1240,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42833,390-459,Ac on chr diast hrt fail,1220,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42823,390-459,Ac on chr syst hrt fail,1143,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42822,390-459,Chr systolic hrt failure,1097,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42830,390-459,Diastolc hrt failure NOS,800,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42821,390-459,Ac systolic hrt failure,492,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42831,390-459,Ac diastolic hrt failure,432,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42820,390-459,Systolic hrt failure NOS,416,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42843,390-459,Ac/chr syst/dia hrt fail,327,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42842,390-459,Chr syst/diastl hrt fail,179,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42840,390-459,Syst/diast hrt fail NOS,110,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,42841,390-459,Ac syst/diastol hrt fail,73,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,4281,390-459,Left heart failure,23,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,4289,390-459,Heart failure NOS,13,-,Heart failure,390-459Heart failure,390-459Heart failure
,,,,,,78469,780-799,Symbolic dysfunction NEC,23,-,Others,780-799Others,#N/A
,,,,,,78821,780-799,Incmplet bldder emptying,22,-,Others,780-799Others,#N/A
,,,,,,78831,780-799,Urge incontinence,22,-,Others,780-799Others,#N/A
,,,,,,78003,780-799,Persistent vegtv state,21,-,Others,780-799Others,#N/A
,,,,,,7935,780-799,Nonsp abn find-gu organs,8,-,Others,780-799Others,#N/A
,,,,,,83942,800-999,Dislocat sacrum-closed,8,-,Others,800-999Others,#N/A
,,,,,,85142,800-999,Cerebell contus-brf coma,8,-,Others,800-999Others,#N/A
,,,,,,86321,800-999,Duodenum injury-closed,8,-,Others,800-999Others,#N/A
,,,,,,86400,800-999,Liver injury NOS-closed,8,-,Others,800-999Others,#N/A
,,,,,,86412,800-999,"Liver lacerat, minor-opn",8,-,Others,800-999Others,#N/A
,,,,,,86513,800-999,Spleen parnchym lac-opn,8,-,Others,800-999Others,#N/A
